WorkItemId,WorkItemName,RegressionCount
463885," [CGI-Helpdesk Problem# 10999] - [GPC] - [Picking – Wrong pickholder unit created during multi-order picking] ",0
532093,CGI-Helpdesk Problem #11081 - BE-KI Polaris New Power - Free stock is sent to the stock control,0
533137,CGI-002071 - NEW ERA UAT - INBOUND > AS > Picking comment field is missing in the picking screen + Item comment shown in two different fields,0
533350,CGI-002239 - Teddy - Volumes not Updated for Automatic Packing,0
528341," [CGI-Helpdesk Incident# 11080320] - [BE-GNT Stiga New Power] - [RF-Power user time out issue] ",0
533366,CGI-002271 - ACTION LEH Hypercare - CC error Characters Value,0
508966,CR 33036 P1291 - VTCD - Weight in POD for Part Detail Light - use field 'EDI Expected Pallets Loaded' instead of 'Expected Pallets Loaded',0
534559,CGI-002280 Upgrade Wave 2 - Demeyere - Upload Invoice on Order,0
527227,CGI-002071 - New Era - Transfer - No value found for setting POWER+WCS++ALLOW MIXED STOCK!,0
536522,CGI-002238 - Delonghi - Changing fields in POWER Setup,0
513336,SkatePro- Two lines generated in Promesys & Power Time Registration for BatchPicking,0
533290,CGI-002190 - Zinzino FAR - 77 - PLTODOEX tasks 'pending' in Scheduler,0
522555,CGI-001776 - BRICO - SMC- Profile blocked in styra,0
533783,No API queue created when POWER IDTransport Inbound record is inserted/deleted,1
532458,CGI-002279 - ACTION WRO Hypercare -  User gets unexpected Instruction,1
534144,CGI-002190 Zinzino SE - invalid child element 'QueueNbr' in namespace 'urn:microsoft-dynamics-nav/xmlports/x66093',0
536348,TRI SORTER SSCC work cannot be Created and Launched,0
532775,CGI-002071 - NEW ERA UAT - INBOUND > AS > RF Transfer Location do not trigger PA i AS - No interface message created,0
523653,"CGI-002071 - NEW ERA UAT - API : API Queue stucks in Power after request  of change for the field ""quantitytodeliver"".",1
522312,"CGI-002185 - GKN AWD - Teamleader APAC UAT - Error message ""An error occurred while sending the request."" on ""Create"" page",0
420977,"CGI-002162 - OM - registration in promyses is not done correctly ",3
532932,CGI-002071 - New Era - EAQueue - missing Grouping Key - missing development,0
527328,LCG - Z Consumables - STD0077 - Difference Absolute Between Power and Promesys,0
536537,ICT-SP-Promesys - Master Gent (UAT) Database not available,0
530790,CGI-002275- ACTION SMC Hypercare - MY APPS Issue with team + activities inside,1
532346,CGI-002276- ACTION SUPHUB Hypercare - MY APPS Issue with team + activities inside,1
526002,CGI-002075 - WONDERBOX - UAT standard assembly type 5 kitting error internal error in wboxassemblywsfunctions.setinputitembarcode (no records found),0
532678," [CGI-Helpdesk Problem# 11103] - [BE-KI Haier New Power] - [Putaway – Inbound strategy] ",0
530474,"CGI-002071 - NEW ERA UAT - OUTBOUND > Batch Calculation > Batches stuck in status ""Locked"" ",0
536635,No (relevant) stock records found for holder 0 (barcode ).,0
536363,CGI-001939 - BU CGI - API2POW not working for POST/PUT returnLines,0
531977,CGI-002071 - New Era - SuperHolderRetrieval sent to wrong location,2
533828,CGI-002071 - New Era - Sent to External is off - (PA + Repl) to AS and STYRA,1
534117," [CGI-Helpdesk Incident# 11082475] - [BE-KI SkatePro New Power] - [data modified in Archive, to apply the same modification in BICC] ",0
536572,"For each SSCC within TriSorterID  (all queues created, only 1 launched) + QG key has 'FIRST' in it (shouldn't be ... is for RETURN)",0
533646,CGI-002280 - INITIAL - Packlist issue,0
532967,CGI-002280 - KitchenAid - Delivery Note,0
533574,CGI-002280 - KitchenAid - Closing TRO Issue,0
536988,CGI-002239 - Teddy - JQ Interface keep going in error with 'No value found for setting POWER+OUTBOUND+PICKING+PRECALC DYN PICKZONE DURING!',0
532032,CGI-002071 - (D04) Holder (from or to) is put on conveyor.  Content can't be changed !,1
534022,CGI-002239 - Teddy - Number of lines copied it's wrong,0
536421,CGI-002242 - Adeo - Archive setup: missing CU after the power upgrade (eg. cleanup of interface not happening anymore),0
526748,CGI-002071 - New Era - No Drop off suggestion when exiting holder retrieval,2
536401,HELPDESK 2023 - BDEF - CGI BSO APP BDEF,0
533120,"CGI-002242: Adeo: Geek+: If picking queue is booked back , replenishments queues attached to that specific batch get cancelled as well",0
536932,"*1793 ConfirmWork Alfatest TST SSCC SH217599 - IF WCS/TRISORTER SSCC not created ",0
537022," [CGI-Helpdesk Problem# 11105] - [BE-KI Baxter New Power] - [configure RF Item functionality] ",0
533647,CGI-002280 - KitchenAid - CMS Issues,0
526796,CGI-002219: API Item config detail barcode created without linked API Item config detail,1
522743,"[CGI-Helpdesk Problem# 11064] - TH-MDC EDC GZ New Power - [HOLDERRECOUNT ->NODETAIL – No CycleCountWork found for given Instruction Item Code] ",0
536444," [CGI-Helpdesk Problem# 11098] - [Zooplus] - [Outbound - Packing – Error when packing holder type = IPAKCS] ",0
534057,CGI-002071 - New Era - Transport Reference remains empty,2
521374," [CGI-Helpdesk Problem# 11048] - [BE-KI Osprey New Power] - Wrong item weight inserted in Power after ITEMS EDI is processed",0
533595,"CGI-002071 - NEW ERA UAT - RF Transfer > Break Super > Error Apperead ",0
536749,CGI2071: Adapt WCSCommunication Logivations with new webservice URL,0
534116," [CGI-Helpdesk Incident# 11083081] - [BE-GNT GPC New Power] - [ARCHIVE V3 COPYDEL failed multiple times] ",0
537108,[RF Android/RF Stock BSG Settings - Print Labels module is available in RF Stock] - [CR33361],0
537212,CGI-002071 - New Era - Outbound Transporter not updated after we POST via API call,0
534191,CGI-002185 - GKN AWD - UAT - Outbound scheduler error after cut-off.,0
530477,"CGI-002071 - NEW ERA UAT - API ( Transport Outbound ) - Transport status not updated ",0
537115,Baseline-Holder Retrieval button in RF Android do not work,0
519958,CGI-002272 - Gildan - Total gross weight do not match the sum of gross weight from the detail,0
536798,CGI-002280 - NilfiskSE - Scheduler does not send EW tasks by email,0
533411,CGI TT - Baseline - TST - BC - Processing BWN leads into error message or it doesn't process the batch at all after calculation of Flex Batch and replenishment is not being created,0
536496,CGI-002190 - Zinzino FAR PRD - 80 - Centiro Error: CENT023,0
537026," [CGI-Helpdesk Incident# 11087084] - [BE-KI KitchenAid New Power] - [picking – An invalid argument was passed to a 'List' data type method.] ",0
536598,"CGI-002239 - Teddy - For Customer=B2CTEDDY, QG Auto-launch when linked to Transport",0
537005,CGI-002280 - INITIAL - XML FILES FROM REPORTS,0
537027,"CGI-002177 - ATLANTIC - Styra putaway to problem loc - Interface error due to empty Location To ",0
533829,CGI-002239 - Teddy - Issue on Multi Order Screen for Picking,0
538268,CGI-002239 - Teddy - 98987 XML Intranet Log Insert: KTN Core,0
538258,"CGI-002177 - ATLANTIC - Add code in POWER Interface Reason ",0
518752,Promesys Report - Wrong values in Boardtable,2
536574,"CGI-002071 - New Era - Carrier Decision Matrix on super holder, not working",0
536458,CGI-002242: Adeo: Hypercare: Not possible to modify CMR after TRO is closed,0
532248,"CGI-002242: Adeo: Hypercare: Not possible to Launch at the same time several picking QGs ",0
533147,CGI-002280 - Le Creuset BE - Interface error after correct putaway,0
534002,CGI-002280 - Le Creuset - Created pickholders are not printed,0
537017,HELPDESK 2023 - BDEF - PRD - Centiro - WC did not receive EDI,0
538354,Returns only synchronised to 1 API company,0
532930,ICT-SP-PROMESYS Violation of Primary Key in PRMExportTarget,0
520349,ICT-SP-Promesys - Correction Calc Task - Shifted value in BT (BC17),0
533870,CGI-002239 - Teddy - Layout issue on Loading Order,0
532681,CGI-002071 - New Era - No labels (blobs) included in HolderInformation,1
533997,CGI-002239 - Teddy - CU73760 STKBAL Flow 70 R7 taking double time and failing,0
536586,CGI-002239 - Teddy - Longest Duration locks,0
540320,CGI-002071 - New Era - Update Weight in error without error description,0
540294,CGI-002071 - New Era - Shipping label not printed,0
536601,CGI-002071 - New Era - INBOUND > PUTAWAY > Styra assigns each holder to separate location (POP),0
536933,CGI-002133- Nilfisk BE - not needed pop up screen during FB multiorder creation,0
536896,CGI TEST TEAM - BASELINE - TST - STOCK: Destination label not printed,0
534003,CGI-002071 - New Era - API - Get Inbound showing lines of other Inbounds when receiving on the same TRI,0
534056,CGI-002071 - New Era - Booking Reference remains empty,3
515470,CGI-002071 - NEW ERA UAT - INBOUND - Still can Modify ASN via API after being linked to TRI,2
526238,Incident# 11078673 - ZOOPLUS - Packing interface line in error due to duplicate WCS100/double IF lines - *** No TTL queue found for packed holder ***,0
540321,CGI-002280 - Le Creuset - Customer specific reports error when trying to open,0
533781,"CGI-002279 - ACTION WRO Hypercare - Interface Error: Switching not allowed now, should be done earlier in the FHPicking process.	",0
540359,CGI-002277 - TASC GZ - KTN Scheduler - ARCHIVE tasks in error.,0
536997,CGI-002133 - NilfiskBE - Fastpacking gives an error,0
536702,CGI-002133 - Nilfisk BE - No labels/documents are printed,0
534059,CGI-002071 - New Era - BWN job queues doesn't process BWN records anymore,1
534026,CGI-002262- GildanUS - time registration error for STYRA superholder putaway - UAT,1
537326,CGI-002280 Upgrade Wave 2 - GPC - PPLCON LOAD not sent.,0
536972,CGI-002238 - Delonghi -Styra- Proposed location on TRO not showing in styra FPP,0
537107,"CR 33361 - CGI TEST TEAM - BASELINE - TST - STOCK - PRINT LABELS - Holder Label cannot be printed via RF Android, but it's possible via BC",0
537124,CGI TT - Baseline - TST - RF - No label is being printed after finishing picking,0
526271,CGI-001946 : Velgen - Holder label print out of alignment,0
541538,CGI-002211 - MAHARAM - STKADJ is not sent,0
530782,Can't edit the suggested status on Mobile device,0
537341,CGI-002280 Upgrade Wave 2 - GPC - Unable to close TRIs,0
532542,CGI-002071 - New Era - Return Sort Out -styra - Error Apperead after the scanning the Inbound delivery on Return Label screen,0
520285,CGI-001946 : Velgen - Destination label through Label matrix,2
540345,CGI-002238 - Delonghi -Styra- FPP Proposed location on TRO  Flow - Problem buttons styra,0
512229,"DEELUXE - Two lines generated in Promesys Time Registration for BatchPicking - Volume duplicated ",0
540478,CGI TT - Baseline - TST - BC - It is possible to click card in QG List when there is no queue group selected,0
541598," [CGI-Helpdesk Problem# 11119] - [FR-RAD Brico New Power] - [Outbound card – no error when deleting Outbound Type] ",0
537285,No error shown when Inbound RETURN is sent with a setting POWER+EDI+ALLOW MODIFY ASN = WHEN NO TRI-ID,1
540459,CGI TEST TEAM - BASELINE - TST - STOCK: Content label not printed,0
533666,CGI-002280 Upgrade Wave 2 - Demeyere - Upload Item,0
541696,CGI-002238 - Serax - Changing field in POWER Customer,0
538366,CGI-002238 - Delonghi -Styra- not being sent to nearest location after FPP,0
526191,Incident# 11078673 - Zooplus - IF Error 765 in Error instead of Cancelled,0
526236,"Incident# 11078673 - Zooplus - Fill errorcode on Interface rec for packingMatrix errors ""*** No TTL queue found for packed holder ***"" ",0
533259,CGI-002280 - Le Creuset BE - image conversion failed,0
536992,CR 33042: each P&D type can only have 1 type.,1
541571,CR 33361 - BASELINE - TST - STOCK - PRINT LABELS - No holder label is printed after scanning a new empty stockholder,0
541567,CGI TT - Baseline - TST - RF - Proposed pickholder is not working as expected when performing piece picking for a precubing QG,0
533623,"CGI-002071 - NEW ERA UAT - OUTBOUND - CMR is not being printed + Print ADD always flagged to ""Yes""",0
533132,ICT-SP-Promesys - Missing 1st break - Gent - LTS20.40,0
541438," CR 32640 - ExternalSystem not correct for triggered message",0
541672,CGI-002133-NILFISKBE No Execute Replenishment in RF,0
532772,CGI-002275 - ACTION SUPHUB Hypercare - Holder 254070100600602645	in Interface error,0
537033," CGI-001793 - remove check ""if quantity available .... """,0
533216,"POWDeliveryNoteEpiroc Not Printing, Error: The SourceExpr for report control 'D14' is not valid.",0
540297,POWDeliveryNoteSerax Error: 'ReportForNav_POWEROutbound' is not valid.,0
532803,CGI-002280 Upgrade Wave 2 - Demeyere - Destination Group on Loading Locations,1
541454,CGI-002133 NILFISKBE Put away queue are not created after TRI closure,0
536550,CGI-002280 Upgrade Wave 2 - Demeyere - Block Editing of Expected ines,0
541934,"GetNextColorSequence change structure IsolationLevel ",0
532837,CGI-002071 - New Era - Holder Retrieval not updated after replenishment to flex location,2
541643,CGI-002133: Stock removed from location A but never corrected on location B,0
536962,CGI-002239 - Teddy - Export into Excel takes too long,0
541416,CGI-002071 NEW ERA CAP: Cosmetics on EXCEL WIZARD,0
529583,CGI-002071 - New Era - SuperRetrieval not set to Finished when executed,0
541594,"CGI-002071 - New Era - The length of the string is 105, but it must be less than or equal to 100 characters. ",0
541849,Consolidation Matrix-Missing setup for error 781( error message 'Master Holder' on RFAndroid appium) NOT FOUND in table 80420,0
542048,fix UT,0
540468,"Cut Off - Baseline - Error message appears: ""Technical error (CU 73460 > CreateOutboundQGCode): Queue group code should not be blank"" when trying to cut off specific item",0
532299," [CGI-Helpdesk Incident# 11066723] - [BE-KI Zeeman New Power] - Packing– BPOOST labels are printing with delay ",0
540424,CGI-002253 - FERRERO - REPORT FER002_Stock Picture - WCS,0
